X,Y,OBJECTID,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,FacilityDate
594913.657849706,385320.812814294,86,City of Harrison Landfill Area,Clare,Foote Drive,Harrison,48625,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/city-of-harrison-landfill-area,-84.813932,44.01308,2020/03/16 00:00:00+00
700864.995302302,208633.818124411,87,"Advanced Disposal Services Arbor Hills Landfill, Inc.",Washtenaw,Napier Road and Six Mile Road,Northville,48168,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/arbor-hills-landfill,-83.5576311,42.4015226,2020/03/31 00:00:00+00
529224.007764953,137741.208265681,88,White Pigeon Paper Company,St. Joseph,15781 River Street,White Pigeon,49099,Paper Manufacturing,Yes,Ray Spaulding,SpauldingR1@Michigan.gov ,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/white-pigeon-paper-company,-85.6475,41.7894,2020/04/02 00:00:00+00
523738.537362586,266249.524838771,89,"Grand Rapids Water Resource Recovery Facility, Former Incinerator Ash Lagoon",Kent,1300 Market Avenue SW,Grand Rapids,49503,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/grand-rapids-water-resource-recovery-facility,-83.976389,42.946809,2020/05/18 00:00:00+00
663712.277821613,318434.580620379,90,Delphi Saginaw Division Plant 2 ,Saginaw,1400 Holmes Street,Saginaw,48602,Industrial,No,Andrew Karg,KargA@Michigan.gov ,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/delphi-saginaw-division-plant-2,-83.976389,43.398889,2020/05/18 00:00:00+00
666445.477951531,150716.192891168,91,Adrian Landfill Incorporated,Lenawee,1970 Ogden Highway,Adrian,49221,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lenawee-county/adrian-landfill-incorporated,-83.992735,41.888357,2020/05/26 00:00:00+00
714693.685190924,193980.602507719,92,US Ecology Romulus,Wayne,36345 Van Born Road,Romulus,48174,Landfill,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/us-ecology-romulus,-83.39523,42.26586,2020/05/28 00:00:00+00
738520.304928645,218171.845396766,93,Electro-Plating Services,Oakland,945 East Ten Mile Road,Madison Heights,48071,Plating,No,Joseph DeGrazia,DeGraziaJ@Michigan.gov ,586-291-0476,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/electro-plating-services,-83.096357,42.476531,2020/06/30 00:00:00+00
476422.191246003,180217.407663666,94,Orchard Hill Landfill ,Berrien,3290 Hennesey Road,Watervliet,49098,Landfill,Yes,Nate Whitmyer,whitmyern@michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/orchard-hill-landfill,-86.284213,42.172354,2020/07/20 00:00:00+00
474851.024640462,407408.124201368,95,City of Manistee Former Landfill,Manistee,Adamczak Rd,Manistee,49660,Landfill,Yes,Brandi Wheeler,WheelerB5@Michigan.gov,231-878-8066,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/city-of-manistee-former-landfill,-86.312859,44.217761,2020/07/09 00:00:00+00
721140.412240758,223314.909031595,96,Franklin Village Area,Oakland,Franklin Road between Evelyn Court and Vincennes Avenue/Ravine Dr,Franklin,48025,Unknown,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov ,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/franklin-village-area,-83.30565106,42.52805421,2020/07/16 00:00:00+00
749793.533684622,205946.943885083,97,"Petro-Chem Processing Group of Nortru, LLC (Petro-Chem)",Wayne,421 Lycaste Street,Detroit,48214,Industrial,No,Tianna Kilgore,KilgoreT@Michigan.gov,517-230-4395,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/petro-chem,-82.9647,42.36292,2020/07/28 00:00:00+00
467252.939484778,376846.423735344,98,Ludington Wastewater Treatment Plant ,Mason,5160 West Sixth Street,Ludington,49431,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/ludington-wastewater-treatment-plant,-86.406107,43.942332,2020/07/29 00:00:00+00
539445.153326778,190490.814923584,99,Aero-Motive Company,Kalamazoo,5688 ML Avenue,Kalamazoo,49048,Industrial,Yes,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/aero-motive-company,-85.5205555,42.26391389,2020/08/03 00:00:00+00
535259.504106961,295613.310904802,100,Cedar Springs Historic Wastewater Treatment Lagoons and Discharge Fields,Kent,755 and 725 West Street,Cedar Springs,49319,Wastewater,Yes,Leah Gies,GiesL1@Michigan.gov ,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/cedar-springs-historic-wwtl-df,-85.56422,43.21073,2020/08/03 00:00:00+00
479331.150074337,615402.236167194,101,City of Manistique Landfill,Schoolcraft,M-94,Manistique,49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/city-of-manistique-landfill,-86.265288,46.090159,2020/08/03 00:00:00+00
707128.266641529,177054.798197272,102,City Sand & Landfill Inc,Wayne,46805 Willow Road,Belleville,48111,Landfill,N/A,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/city-sand-landfill-inc,-83.49307,42.11558,2020/08/03 00:00:00+00
721882.125249266,241278.249874059,103,Collier Road Landfill,Oakland,575 Collier Road ,Pontiac,48340,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/collier-road-landfill,-83.28953,42.68951,2020/08/03 00:00:00+00
737415.186339701,356226.362226825,104,Cove Landfill and Huron Landfill Property,Huron,4151 McMillan Rd,Bad Axe,48413,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/huron-county/cove-landfill-and-huron-landfill-property,-83.050332,43.719038,2020/08/03 00:00:00+00
671747.49139652,342644.428561672,105,Dow Chemical ITI Facility,Bay,"Martin Street, East of H. S. Truman Parkway",Bay City,48706,Industrial,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/dow-chemical-iti-facility,-83.869499,43.614978,2020/08/03 00:00:00+00
602313.420351366,233536.110886318,106,Eaton County Landfill,Eaton,East Gresham Highway ,Potterville,48876,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-county-landfill,-84.75045,42.64549,2020/08/03 00:00:00+00
481698.557687472,300286.044001382,107,Former Teledyne Vehicle Systems (TDY),Muskegon,76 Getty Street,Muskegon,49442,Industrial,No,Evin Maguire,MaguireE@Michigan.gov,517-388-3535,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-teledyne-vehicle-systems,-86.22369,43.25353,2020/08/03 00:00:00+00
512310.889293317,470583.274560816,108,Glens Sanitary Landfill,Leelanau,518 M-72 West,Maple City,49664,Landfill,No,James Staley,StaleyJ1@Michigan.gov,231-429-1945 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/leelanau-county/glens-sanitary-landfill,-85.842367,44.786805,2020/08/03 00:00:00+00
671068.911692,341673.990161989,109,GM Powertrain Bay City,Bay,100 Fitzgerald Street ,Bay City,48708,Industrial,No,Jeremy Peppin,pepinj2@michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/gm-powertrain,-83.878214,43.606401,2020/08/03 00:00:00+00
604735.529068062,455004.084095117,110,Grayling Wastewater Treatment Facility Discharge Fields ,Crawford,Fort Rd,Grayling,49738,Wastewater,TBD,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-wastewater-treatment-facility-discharge-fields,-84.677353,44.638987,2020/08/03 00:00:00+00
557440.539958545,236967.041711417,111,CES Landfill of Hastings,Barry,1899 North M-43 Highway,Hastings,49058,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/ces-landfill-of-hastings,-85.29745,42.681226,2020/08/03 00:00:00+00
697203.995818965,236144.703203855,112,Hi-Mill Manufacturing Superfund Site ,Oakland,1704 Highland Road (M-59) ,Highland Charter Twp,48356,Industrial,No,Jason Harnick,HarnickJ1@Michigan.gov ,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/hi-mill-manufacturing-superfund-site,-83.592446,42.650122,2020/08/03 00:00:00+00
617811.758752074,240117.406591251,113,Kent Cleaners,Ingham,2911 South Washington Avenue ,Lansing,48910,Laundromat/Dry Cleaner,No,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/kent-cleaners,-84.56001524,42.70246877,2020/08/03 00:00:00+00
635013.720411936,179306.070991959,114,Liberty Environmentalists Landfill,Jackson,7900 South Meridian Road,Clark Lake,49234,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/liberty-environmentalists-landfill,-84.36471,42.152011,2020/08/03 00:00:00+00
665347.76656074,232617.585029473,115,Livingston County Airport,Livingston,3399 County Airport Drive,Howell,48843,Airport,No,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-airport,-83.982,42.626,2020/08/03 00:00:00+00
670235.698298274,235606.16212675,116,Livingston County Landfill,Livingston,E Barron Rd,Howell,48855,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-landfill,-83.9215,42.65182,2020/08/03 00:00:00+00
722132.258502091,269990.880845165,117,Metamora Landfill Superfund Site,Lapeer,1811 Dryden Road,Metamora,48455,Landfill,Yes,Erik Martinson,MartinsonE@Michigan.gov ,517-285-3978,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lapeer-county/metamora-landfill-superfund-site,-83.27503,42.947836,2020/08/03 00:00:00+00
692562.846940087,214639.529512692,118,"Michigan Seamless Tube, LLC",Oakland,400 Mcmunn St,South Lyon,48178,Industrial,No,Joe Rogers,RogersJ5@Michigan.gov ,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/michigan-seamless-tube-llc,-83.656419,42.45773,2020/08/03 00:00:00+00
647699.289033623,489416.17925832,119,Montmorency-Oscoda-Alpena Landfill,Montmorency,6751 Landfill Road,Atlanta,49709,Landfill,No,John Ozoga ,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,-84.12584,44.94109,2020/08/03 00:00:00+00
497783.165550442,300829.809111565,120,Muskegon County Wastewater Management System Metro Wastewater Treatment Plant ,Muskegon,698 North Maple Island Road,Muskegon,49442,Wastewater,TBD,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-wwms-metro-wwtp,-86.02556,43.25861,2020/08/03 00:00:00+00
472828.258868323,315311.111648111,121,Muskegon Chemical Company,Muskegon,1725 Warner Street ,Whitehall,49461,Industrial,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,-86.333655,43.388554,2020/08/03 00:00:00+00
725227.101957837,243498.899350838,122,Oakland Heights Development Landfill,Oakland,2350 Brown Road ,Auburn Hills,48326,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-heights-development-landfill,-83.24783,42.70851,2020/08/03 00:00:00+00
672616.739178322,304910.519347586,123,Peoples Landfill,Saginaw,4143 East Rathbun Road,Birch Run,48415,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,-83.870768,43.275145,2020/08/03 00:00:00+00
735637.486363362,217294.489123239,124,Reichhold East Area,Oakland,3101 Bermuda,Ferndale,48220,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,-83.13177,42.46953,2020/08/03 00:00:00+00
663950.899012512,318643.959675565,125,Saginaw Malleable Iron,Saginaw,77 West Center Street ,Saginaw,48602,Industrial,No,"Andrew Karg
",KargA@Michigan.gov ,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,-83.97338,43.400721,2020/08/03 00:00:00+00
739653.773763619,251758.904750867,126,South Macomb Disposal Authority Landfill #11 ,Macomb,65921 Mound Road ,Washington,48095,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfill-11-landfill,-83.0682584,42.7784224,2020/08/03 00:00:00+00
753033.188582463,241759.446975288,127,South Macomb Disposal Authority Landfills 9/9A ,Macomb,24 Mile Road,Macomb Township,48042,Landfill,Yes,Samantha Belisle,BelisleS1@Michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfills-9-9a,-82.909353,42.684108,2020/08/03 00:00:00+00
526311.630476294,265027.073226774,128,Steele Avenue Area,Kent,1500 Block of Steele Avenue SW ,Grand Rapids,49507,Industrial,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/steele-avenue-area,-85.675934,42.935709,2020/08/03 00:00:00+00
550781.499331058,139586.148266003,129,Sturgis City Landfill,St. Joseph,US-12 and Big Hill Road,Sturgis,49091,Landfill,Yes,"Ray Spaulding
","SpauldingR1@Michigan.gov 
","517-290-2401
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/sturgis-city-landfill,-85.387928,41.804786,2020/08/03 00:00:00+00
764512.42929394,325882.625757053,130,Tri-City Recycling and Disposal Facility - Messman Site,Sanilac,426 North Ruth Road,Carsonville,48419,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/sanilac-county/tri-city-recycling-and-disposal-facility-messman-site,-82.729143,43.436952,2020/08/03 00:00:00+00
664533.044148153,272478.899918519,131,Venice Park Recycling Disposal Facility,Shiawassee,9536 East Lennon Road,Lennon,48449,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/venice-park-recycling-and-disposal-facility,-83.9801,42.98503,2020/08/03 00:00:00+00
704452.552453419,188742.312942335,132,Wayne Disposal Site 1 Landfill,Wayne,49350 North I-94 Service Drive,Belleville,48111,Landfill,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/wayne-disposal-site-1-landfill,-83.52123,42.22151,2020/08/03 00:00:00+00
662609.886159148,202617.015987531,133,Werkner Road Landfill ,Washtenaw,8027 Werkner Road,Chelsea,48118,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/werkner-road-landfill,-84.0240829,42.3564922,2020/08/03 00:00:00+00
526528.246828257,152575.885101434,134,Westside Recycling and Disposal Facility ,St. Joseph,14094 M-60 West,Three Rivers,49093,Landfill,Yes,"Nathan Whitmyer
",WhitmyerN@Michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/westside-recycling-and-disposal-facility,-85.679149,41.9231,2020/08/03 00:00:00+00
686573.361557778,227389.41660271,135,Brighton Township Dump,Livingston,Corlett Drive,Brighton Township,48114,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/brighton-township-dump,-83.725,42.574,2020/08/03 00:00:00+00
609010.110871887,217650.505641939,136,Eaton Rapids Municipal Landfill,Eaton,Hogsback Rd,Eaton Rapids,48827,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-rapids-municipal-landfill,-84.6719,42.5015,2020/08/04 00:00:00+00
472611.438413988,139946.53511739,137,Southeast Berrien County Landfill Authority,Berrien,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,-86.328737,41.809668,2020/08/03 00:00:00+00
536522.539191779,192949.451418188,138,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, King Highway Landfill (OU3) ",Kalamazoo,"Intersection of King Highway and Michigan Ave.
",Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-king-highway-landfill-ou3,-85.555816,42.286211,2020/09/03 00:00:00+00
537461.142677378,192528.374114463,139,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Willow Boulevard/A-Site Landfill (OU2)",Kalamazoo,Near the intersection of Lake Street and Olmstead Road,Kalamazoo Township,49048,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-willow-boulevard-landfill-ou2,-85.544463,42.28237,2020/09/03 00:00:00+00
733388.232756938,195375.300809278,140,Marathon Petroleum Company,Wayne,1300 South Fort Street,Detroit,48217,Refinery,N/A,Eric Larson,LarsonE5@Michigan.gov ,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/marathon-petroleum-company,-83.168127,42.272948,2020/09/09 00:00:00+00
534638.747432425,191157.314303324,141,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Allied Paper Landfill (OU1).",Kalamazoo,268 East Alcott,Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-landfill-ou1,-85.578781,42.270168,2020/09/03 00:00:00+00
368294.761094854,520078.500518101,142,Great Lakes Pulp Company Landfill,Menominee,7 1/2 Mile Road,Menominee ,49858,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/menominee-county/great-lakes-pulp-company-landfill,-87.67548,45.220143,2020/08/28 00:00:00+00
689576.534649764,272701.915219172,143,Hemphill Road Industrial Land – RACER,Genesee,Southeast corner of the South Saginaw Street and Hemphill Road,Burton,48529,Industrial,Yes,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-hemphill-road-industrial-land,-83.672983,42.981133,2020/09/03 00:00:00+00
689000.660661819,281312.848613199,144,Lockhart Chemical Company,Genesee,4302 James P Cole Boulevard,Flint,48505,Industrial,No,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,-83.67709,43.058784,2020/09/03 00:00:00+00
687047.388177307,276071.799866142,145,RACER Flint West,Genesee,Northwest corner of Glenwood Avenue and Stevenson Street ,Flint,48503,Industrial,No,Shaun Shields,ShieldS5@Michigan.gov,517-331-8950,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,-83.702846,43.012099,2020/09/03 00:00:00+00
682968.898884925,220960.118000334,146,1279 Rickett Road ,Livingston,1279 Rickett Road ,Brighton,48116,Industrial,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/1279-rickett-road,-83.771,42.517,2020/09/09 00:00:00+00
733953.212617694,198247.699851715,147,Rouge Manufacturing Complex ,Wayne,3001 Miller Road ,Dearborn,48126,Industrial,No,Jeremy Pepin,PepinJ2@Michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex,-83.1601,42.298628,2020/09/09 00:00:00+00
737838.245701058,239012.247348356,148,Southeastern Oakland County Resource Recovery Authority (SOCRRA) Avon Landfill,Oakland,1741 School Road,Rochester Hills,48307,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/socrra,-83.09585,42.66429,2020/11/09 00:00:00+00
525579.588709235,266130.281828179,149,Former Keeler Brass – Godfrey Ave,Kent,955 and 945 Godfrey Avenue SW,Grand Rapids,49503,Plating,No,Peter Van Heest,VanHeestP@Michigan.gov ,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/former-keeler-brass-godfrey-ave,-85.68485,42.94567,2020/11/13 00:00:00+00
735386.456437075,190073.488778967,150,BASF – Northworks Wyandotte,Wayne,1609 Biddle Avenue,Wyandotte,48192,Industrial,No,Marc Messina,MessinaM@Michigan.gov,517-219-2394,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/basf-northworks-wyandotte,-83.1461,42.22462,2020/11/24 00:00:00+00
600916.26033576,459466.230627935,151,Grayling Army Airfield ,Crawford,Grayling Area,Grayling,49738,Military,Yes,Christiaan Bon,BonC@Michigan.gov,989-370-9624,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-army-airfield,-84.724621,44.679698,2017/11/03 00:00:00+00
594357.44747683,558291.462918077,152,Pellston Regional Airport,Emmet,1395 US-31,Pellston,49769,Airport,Yes,Christiaan Bon,BonC@Michigan.gov,989-370-9624,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/emmet-county/pellston-regional-airport,-84.788719,45.570022,2020/12/07 00:00:00+00
483866.656174003,306326.341783634,153,Former Northside Landfill,Muskegon,E. McMillan Road,Muskegon,49445,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-northside-landfill,-86.19714388,43.30795864,2021/01/15 00:00:00+00
704145.70519341,190542.815437173,154,"Willow Run Airport, Ypsilanti",Wayne and Washtenaw,801 Willow Run Airport,Ypsilanti,48198,Airport,No,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/willow-run-airport,-83.5243,42.2378,2021/02/03 00:00:00+00
574741.982326241,304420.461717332,155,Former City of Stanton Landfill,Montcalm,South end Grove Street,Stanton,48888,Landfill,Yes,Peter Van Heest,VanHeestP@Michigan.gov ,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/former-city-of-stanton-landfill,-85.07697,43.28705,2021/02/11 00:00:00+00
536865.051108793,187278.534871727,156,Kalamazoo/Battle Creek International Airport,Kalamazoo,5235 Portage Road ,Portage,49002,Airport,Yes,Gregg Brettmann,BrettmannG@Michigan.gov,269-567-3528,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/kalamazoo-battle-creek-international-airport,-85.55206108,42.23512619,2021/03/01 00:00:00+00
415122.617604468,574628.7511974,157,Delta County Airport,Delta,3300 Airport Road,Escanaba,49829,Airport,Yes,Elizabeth DeLiefde,DeLiefdeE@Michigan.gov ,906-235-0002,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/delta-county/delta-county-airport,-87.0886,45.7183,2021/03/18 00:00:00+00
508528.697003138,184502.708332944,158,Paw Paw Plating,Van Buren ,139 Commercial Street ,Paw Paw,49079,Plating,No,Rachel Golota,golotar@michigan.gov ,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/paw-paw-plating,-85.895489,42.211095,2021/03/22 00:00:00+00
480296.323386887,603818.858350228,159,Zellar Residuals Management Area,Schoolcraft ,Frankovich Road,Manistique,49854,Landfill,TBD,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/zellar-residuals-management-area,-86.252333,45.985934,2021/03/22 00:00:00+00
755173.377660033,233885.638076462,160,Axalta Coating Systems,Macomb,400 North Groesbeck Highway,Mount Clemens,48043,Fire Related,No,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/axalta-coating-systems,-82.886825,42.612547,2021/03/26 00:00:00+00
490373.793360678,249863.621812354,161,Warner-Lambert Company LLC,Ottawa,188 Howard Avenue,Holland,49424,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/warner-lambert-company-llc,-86.11614,42.79968,2021/03/31 00:00:00+00
182784.776556356,671979.999925189,162,Gogebic-Iron County Airport,Gogebic,E5560 Airport Road,Ironwood,49938,Airport,Yes,Steve Harrington,HarringtonS@Michigan.gov,906-869-2806,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gogebic-county/gogebic-iron-county-airport,-90.134941,46.524918,2021/04/06 00:00:00+00
532902.231362268,465251.688456797,163,Cherry Capital Airport,Grand Traverse,727 Fly Don’t Drive,Traverse City,49686,Airport,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/cherry-capital-airport,-85.58242,44.73815,2021/04/14 00:00:00+00
532960.480451315,466681.301203394,164,"United States Coast Guard Air Station, Traverse City",Grand Traverse,1169 Airport Access Road ,Traverse City,49686,Military,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/east-bay-township-area-of-interest,-85.581591,44.751017,2021/04/14 00:00:00+00
699099.808824113,297364.993781148,165,Forest Waste Superfund Site,Genesee,8359 East Farrand Road,Otisville,48463,Landfill,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/forest-waste-superfund-site,-83.547314,43.200644,2021/04/29 00:00:00+00
